"","Gene","F_values","P_values","Genetic.Elements","stage","counts","Sample","logCounts"
"1262","BB_0642_-_spermidine/putrescine_ABC_transporter_ATP-binding_protein",8.46014792740347,0.0179387878404417,"Chromosome","Mid",666.41,"Mid Sample 6",2.82374150537387
"1263","BB_0642_-_spermidine/putrescine_ABC_transporter_ATP-binding_protein",8.46014792740347,0.0179387878404417,"Chromosome","Early",728.314,"Early Sample 1",2.86231865825073
"1264","BB_0642_-_spermidine/putrescine_ABC_transporter_ATP-binding_protein",8.46014792740347,0.0179387878404417,"Chromosome","Early",853.084,"Early Sample 2",2.93099179663102
"1265","BB_0642_-_spermidine/putrescine_ABC_transporter_ATP-binding_protein",8.46014792740347,0.0179387878404417,"Chromosome","Mid",785.789,"Mid Sample 5",2.8953059449737
"1266","BB_0642_-_spermidine/putrescine_ABC_transporter_ATP-binding_protein",8.46014792740347,0.0179387878404417,"Chromosome","Stationary",106.866,"Stationary Sample 8",2.02883955402936
"1267","BB_0642_-_spermidine/putrescine_ABC_transporter_ATP-binding_protein",8.46014792740347,0.0179387878404417,"Chromosome","Stationary",583.708,"Stationary Sample 9",2.76619564556654
"1268","BB_0642_-_spermidine/putrescine_ABC_transporter_ATP-binding_protein",8.46014792740347,0.0179387878404417,"Chromosome","Stationary",175.966,"Stationary Sample 7",2.2454287619117
"1269","BB_0642_-_spermidine/putrescine_ABC_transporter_ATP-binding_protein",8.46014792740347,0.0179387878404417,"Chromosome","Early",838.73,"Early Sample 3",2.92362217729842
"1270","BB_0660_era_GTPase_Era",9.2823722163815,0.0145719274602228,"Chromosome","Stationary",311.301,"Stationary Sample 9",2.4931805157798
"1271","BB_0660_era_GTPase_Era",9.2823722163815,0.0145719274602228,"Chromosome","Mid",368.502,"Mid Sample 4",2.5664398492822
"1272","BB_0660_era_GTPase_Era",9.2823722163815,0.0145719274602228,"Chromosome","Early",365.996,"Early Sample 2",2.56347633898069
"1273","BB_0660_era_GTPase_Era",9.2823722163815,0.0145719274602228,"Chromosome","Early",418,"Early Sample 3",2.62117628177504
"1274","BB_0660_era_GTPase_Era",9.2823722163815,0.0145719274602228,"Chromosome","Early",371.945,"Early Sample 1",2.57047872492905
"1275","BB_0660_era_GTPase_Era",9.2823722163815,0.0145719274602228,"Chromosome","Mid",336.766,"Mid Sample 6",2.527328238535
"1276","BB_0660_era_GTPase_Era",9.2823722163815,0.0145719274602228,"Chromosome","Stationary",260.891,"Stationary Sample 7",2.41645909743002
"1277","BB_0660_era_GTPase_Era",9.2823722163815,0.0145719274602228,"Chromosome","Mid",344.676,"Mid Sample 5",2.53741104427119
"1278","BB_0660_era_GTPase_Era",9.2823722163815,0.0145719274602228,"Chromosome","Stationary",198.769,"Stationary Sample 8",2.29834865280406
"1279","BB_0666_-_N-acetylmuramoyl-L-alanine_amidase_domain-containing_protein",13.2859604807624,0.0062506277305466,"Chromosome","Early",763.116,"Early Sample 1",2.88259055935823
"1280","BB_0666_-_N-acetylmuramoyl-L-alanine_amidase_domain-containing_protein",13.2859604807624,0.0062506277305466,"Chromosome","Stationary",856.645,"Stationary Sample 7",2.93280088437104
"1281","BB_0666_-_N-acetylmuramoyl-L-alanine_amidase_domain-containing_protein",13.2859604807624,0.0062506277305466,"Chromosome","Stationary",846.272,"Stationary Sample 9",2.92750997191998
"1282","BB_0666_-_N-acetylmuramoyl-L-alanine_amidase_domain-containing_protein",13.2859604807624,0.0062506277305466,"Chromosome","Mid",965.778,"Mid Sample 5",2.98487730813885
"1283","BB_0666_-_N-acetylmuramoyl-L-alanine_amidase_domain-containing_protein",13.2859604807624,0.0062506277305466,"Chromosome","Stationary",893.542,"Stationary Sample 8",2.95111497087585
"1284","BB_0666_-_N-acetylmuramoyl-L-alanine_amidase_domain-containing_protein",13.2859604807624,0.0062506277305466,"Chromosome","Mid",888.582,"Mid Sample 6",2.94869751149336
"1285","BB_0666_-_N-acetylmuramoyl-L-alanine_amidase_domain-containing_protein",13.2859604807624,0.0062506277305466,"Chromosome","Early",774.59,"Early Sample 3",2.88907188592033
"1286","BB_0666_-_N-acetylmuramoyl-L-alanine_amidase_domain-containing_protein",13.2859604807624,0.0062506277305466,"Chromosome","Early",812.98,"Early Sample 2",2.91007986171156
"1287","BB_0666_-_N-acetylmuramoyl-L-alanine_amidase_domain-containing_protein",13.2859604807624,0.0062506277305466,"Chromosome","Mid",897.59,"Mid Sample 4",2.9530780054885
"1288","BB_0668_-_flagellar_filament_outer_layer_protein",6.66262405768486,0.0299280565395573,"Chromosome","Mid",1947.87,"Mid Sample 5",3.28955996888417
"1289","BB_0668_-_flagellar_filament_outer_layer_protein",6.66262405768486,0.0299280565395573,"Chromosome","Early",2428.36,"Early Sample 2",3.38531307055145
"1290","BB_0668_-_flagellar_filament_outer_layer_protein",6.66262405768486,0.0299280565395573,"Chromosome","Early",2270.11,"Early Sample 1",3.35604690179029
"1291","BB_0668_-_flagellar_filament_outer_layer_protein",6.66262405768486,0.0299280565395573,"Chromosome","Stationary",1599.48,"Stationary Sample 7",3.20397881400816
"1292","BB_0668_-_flagellar_filament_outer_layer_protein",6.66262405768486,0.0299280565395573,"Chromosome","Early",2206.65,"Early Sample 3",3.34373345453785
"1293","BB_0668_-_flagellar_filament_outer_layer_protein",6.66262405768486,0.0299280565395573,"Chromosome","Stationary",1414.36,"Stationary Sample 8",3.15055996541156
"1294","BB_0668_-_flagellar_filament_outer_layer_protein",6.66262405768486,0.0299280565395573,"Chromosome","Stationary",2028.28,"Stationary Sample 9",3.30712790828509
"1295","BB_0668_-_flagellar_filament_outer_layer_protein",6.66262405768486,0.0299280565395573,"Chromosome","Mid",1913.42,"Mid Sample 4",3.28181030910828
"1296","BB_0668_-_flagellar_filament_outer_layer_protein",6.66262405768486,0.0299280565395573,"Chromosome","Mid",2162.05,"Mid Sample 6",3.33486573331433
"1297","BB_0678_-_sugar_ABC_transporter_permease",6.42068765089984,0.0322935619559573,"Chromosome","Mid",1953.32,"Mid Sample 5",3.29077339682086
"1298","BB_0678_-_sugar_ABC_transporter_permease",6.42068765089984,0.0322935619559573,"Chromosome","Mid",1562.21,"Mid Sample 6",3.1937394134792
"1299","BB_0678_-_sugar_ABC_transporter_permease",6.42068765089984,0.0322935619559573,"Chromosome","Early",1217.78,"Early Sample 1",3.08556883721648
"1300","BB_0678_-_sugar_ABC_transporter_permease",6.42068765089984,0.0322935619559573,"Chromosome","Stationary",1001.68,"Stationary Sample 8",3.00072900253878
"1301","BB_0678_-_sugar_ABC_transporter_permease",6.42068765089984,0.0322935619559573,"Chromosome","Stationary",1410.42,"Stationary Sample 9",3.14934845770594
"1302","BB_0678_-_sugar_ABC_transporter_permease",6.42068765089984,0.0322935619559573,"Chromosome","Stationary",1234.49,"Stationary Sample 7",3.09148757627491
"1303","BB_0678_-_sugar_ABC_transporter_permease",6.42068765089984,0.0322935619559573,"Chromosome","Early",1428.72,"Early Sample 2",3.15494712426336
"1304","BB_0678_-_sugar_ABC_transporter_permease",6.42068765089984,0.0322935619559573,"Chromosome","Mid",1658.27,"Mid Sample 4",3.21965524392444
"1305","BB_0678_-_sugar_ABC_transporter_permease",6.42068765089984,0.0322935619559573,"Chromosome","Early",1411.04,"Early Sample 3",3.14953932525899
"1306","BB_0680_-_methyl-accepting_chemotaxis_protein",5.21141753988436,0.0487651266142107,"Chromosome","Stationary",199.71,"Stationary Sample 7",2.30039981167133
"1307","BB_0680_-_methyl-accepting_chemotaxis_protein",5.21141753988436,0.0487651266142107,"Chromosome","Mid",449.255,"Mid Sample 5",2.65249291930427
"1308","BB_0680_-_methyl-accepting_chemotaxis_protein",5.21141753988436,0.0487651266142107,"Chromosome","Mid",376.608,"Mid Sample 6",2.5758895411691
"1309","BB_0680_-_methyl-accepting_chemotaxis_protein",5.21141753988436,0.0487651266142107,"Chromosome","Stationary",202.038,"Stationary Sample 8",2.30543306072497
"1310","BB_0680_-_methyl-accepting_chemotaxis_protein",5.21141753988436,0.0487651266142107,"Chromosome","Early",477.315,"Early Sample 2",2.67880508262702
"1311","BB_0680_-_methyl-accepting_chemotaxis_protein",5.21141753988436,0.0487651266142107,"Chromosome","Mid",456.269,"Mid Sample 4",2.65922096277598
"1312","BB_0680_-_methyl-accepting_chemotaxis_protein",5.21141753988436,0.0487651266142107,"Chromosome","Early",536.227,"Early Sample 3",2.72934867771063
"1313","BB_0680_-_methyl-accepting_chemotaxis_protein",5.21141753988436,0.0487651266142107,"Chromosome","Early",524.75,"Early Sample 1",2.71995244725444
"1314","BB_0680_-_methyl-accepting_chemotaxis_protein",5.21141753988436,0.0487651266142107,"Chromosome","Stationary",447.832,"Stationary Sample 9",2.65111512302346
"1315","BB_0681_-_methyl-accepting_chemotaxis_protein",6.80146306700533,0.0286741822211877,"Chromosome","Mid",309.094,"Mid Sample 6",2.49009057480713
"1316","BB_0681_-_methyl-accepting_chemotaxis_protein",6.80146306700533,0.0286741822211877,"Chromosome","Mid",333.773,"Mid Sample 4",2.52345120224954
"1317","BB_0681_-_methyl-accepting_chemotaxis_protein",6.80146306700533,0.0286741822211877,"Chromosome","Mid",307.095,"Mid Sample 5",2.4872727454887
"1318","BB_0681_-_methyl-accepting_chemotaxis_protein",6.80146306700533,0.0286741822211877,"Chromosome","Stationary",329.741,"Stationary Sample 9",2.51817295068185
"1319","BB_0681_-_methyl-accepting_chemotaxis_protein",6.80146306700533,0.0286741822211877,"Chromosome","Stationary",150.828,"Stationary Sample 8",2.17848197228109
"1320","BB_0681_-_methyl-accepting_chemotaxis_protein",6.80146306700533,0.0286741822211877,"Chromosome","Early",428.757,"Early Sample 1",2.6322112235151
"1321","BB_0681_-_methyl-accepting_chemotaxis_protein",6.80146306700533,0.0286741822211877,"Chromosome","Early",362.028,"Early Sample 2",2.55874216107248
"1322","BB_0681_-_methyl-accepting_chemotaxis_protein",6.80146306700533,0.0286741822211877,"Chromosome","Stationary",151.778,"Stationary Sample 7",2.1812088257688
"1323","BB_0681_-_methyl-accepting_chemotaxis_protein",6.80146306700533,0.0286741822211877,"Chromosome","Early",412.946,"Early Sample 3",2.61589326367739
"1324","BB_0689_-_hypothetical_protein",6.0310338308465,0.0366565304620166,"Chromosome","Stationary",70.9593,"Stationary Sample 9",1.85100932261233
"1325","BB_0689_-_hypothetical_protein",6.0310338308465,0.0366565304620166,"Chromosome","Stationary",16.8741,"Stationary Sample 8",1.22722061851301
"1326","BB_0689_-_hypothetical_protein",6.0310338308465,0.0366565304620166,"Chromosome","Mid",99.0306,"Mid Sample 4",1.99576941033241
"1327","BB_0689_-_hypothetical_protein",6.0310338308465,0.0366565304620166,"Chromosome","Early",105.495,"Early Sample 2",2.02323187646909
"1328","BB_0689_-_hypothetical_protein",6.0310338308465,0.0366565304620166,"Chromosome","Stationary",37.1038,"Stationary Sample 7",1.56941839032985
"1329","BB_0689_-_hypothetical_protein",6.0310338308465,0.0366565304620166,"Chromosome","Mid",99.5556,"Mid Sample 5",1.99806569410422
"1330","BB_0689_-_hypothetical_protein",6.0310338308465,0.0366565304620166,"Chromosome","Early",59.3039,"Early Sample 3",1.77308325479403
"1331","BB_0689_-_hypothetical_protein",6.0310338308465,0.0366565304620166,"Chromosome","Mid",130.436,"Mid Sample 6",2.11539747209832
"1332","BB_0689_-_hypothetical_protein",6.0310338308465,0.0366565304620166,"Chromosome","Early",63.1877,"Early Sample 1",1.80063254755441
"1333","BB_0690_napA_neutrophil_activating_protein_A_(napA)",7.87308490457906,0.0210041652389995,"Chromosome","Stationary",2939.64,"Stationary Sample 8",3.46829414823989
"1334","BB_0690_napA_neutrophil_activating_protein_A_(napA)",7.87308490457906,0.0210041652389995,"Chromosome","Early",2266.38,"Early Sample 1",3.35533272903446
"1335","BB_0690_napA_neutrophil_activating_protein_A_(napA)",7.87308490457906,0.0210041652389995,"Chromosome","Stationary",2972.68,"Stationary Sample 7",3.4731481612352
"1336","BB_0690_napA_neutrophil_activating_protein_A_(napA)",7.87308490457906,0.0210041652389995,"Chromosome","Mid",2883.14,"Mid Sample 6",3.45986573144518
"1337","BB_0690_napA_neutrophil_activating_protein_A_(napA)",7.87308490457906,0.0210041652389995,"Chromosome","Early",2298.07,"Early Sample 3",3.36136325331255
"1338","BB_0690_napA_neutrophil_activating_protein_A_(napA)",7.87308490457906,0.0210041652389995,"Chromosome","Mid",2821.26,"Mid Sample 5",3.4504431114521
"1339","BB_0690_napA_neutrophil_activating_protein_A_(napA)",7.87308490457906,0.0210041652389995,"Chromosome","Stationary",2794.69,"Stationary Sample 9",3.44633364093225
"1340","BB_0690_napA_neutrophil_activating_protein_A_(napA)",7.87308490457906,0.0210041652389995,"Chromosome","Mid",2317.45,"Mid Sample 4",3.36501037282372
"1341","BB_0690_napA_neutrophil_activating_protein_A_(napA)",7.87308490457906,0.0210041652389995,"Chromosome","Early",2330.9,"Early Sample 2",3.36752364186902
"1342","BB_0697_rimM_ribosome_maturation_factor_RimM",15.3608518180858,0.00436199624387011,"Chromosome","Early",3788.11,"Early Sample 2",3.57842258165631
"1343","BB_0697_rimM_ribosome_maturation_factor_RimM",15.3608518180858,0.00436199624387011,"Chromosome","Stationary",6322.52,"Stationary Sample 8",3.80089021182046
"1344","BB_0697_rimM_ribosome_maturation_factor_RimM",15.3608518180858,0.00436199624387011,"Chromosome","Early",4067.62,"Early Sample 3",3.60934037404137
"1345","BB_0697_rimM_ribosome_maturation_factor_RimM",15.3608518180858,0.00436199624387011,"Chromosome","Mid",3829.15,"Mid Sample 5",3.58310237937885
"1346","BB_0697_rimM_ribosome_maturation_factor_RimM",15.3608518180858,0.00436199624387011,"Chromosome","Stationary",5774.55,"Stationary Sample 9",3.76151814611717
"1347","BB_0697_rimM_ribosome_maturation_factor_RimM",15.3608518180858,0.00436199624387011,"Chromosome","Early",4315.19,"Early Sample 1",3.63499992267809
"1348","BB_0697_rimM_ribosome_maturation_factor_RimM",15.3608518180858,0.00436199624387011,"Chromosome","Mid",3821.57,"Mid Sample 4",3.58224181900023
"1349","BB_0697_rimM_ribosome_maturation_factor_RimM",15.3608518180858,0.00436199624387011,"Chromosome","Mid",4935.16,"Mid Sample 6",3.69330123724693
"1350","BB_0697_rimM_ribosome_maturation_factor_RimM",15.3608518180858,0.00436199624387011,"Chromosome","Stationary",5610.58,"Stationary Sample 7",3.74900775925604
"1351","BB_0698_trmD_tRNA_(guanine-N(1)-)-methyltransferase",6.17782141772258,0.0349256868219735,"Chromosome","Stationary",3129.33,"Stationary Sample 9",3.49545136360068
"1352","BB_0698_trmD_tRNA_(guanine-N(1)-)-methyltransferase",6.17782141772258,0.0349256868219735,"Chromosome","Mid",3514.02,"Mid Sample 6",3.54580422894781
"1353","BB_0698_trmD_tRNA_(guanine-N(1)-)-methyltransferase",6.17782141772258,0.0349256868219735,"Chromosome","Early",2058.19,"Early Sample 2",3.31348546379024
"1354","BB_0698_trmD_tRNA_(guanine-N(1)-)-methyltransferase",6.17782141772258,0.0349256868219735,"Chromosome","Stationary",5422.67,"Stationary Sample 8",3.73421317597524
"1355","BB_0698_trmD_tRNA_(guanine-N(1)-)-methyltransferase",6.17782141772258,0.0349256868219735,"Chromosome","Mid",2398.93,"Mid Sample 5",3.38001757558047
"1356","BB_0698_trmD_tRNA_(guanine-N(1)-)-methyltransferase",6.17782141772258,0.0349256868219735,"Chromosome","Early",2033.96,"Early Sample 3",3.30834240780497
"1357","BB_0698_trmD_tRNA_(guanine-N(1)-)-methyltransferase",6.17782141772258,0.0349256868219735,"Chromosome","Early",1966.96,"Early Sample 1",3.29379552821831
"1358","BB_0698_trmD_tRNA_(guanine-N(1)-)-methyltransferase",6.17782141772258,0.0349256868219735,"Chromosome","Stationary",6480.76,"Stationary Sample 7",3.81162593865642
"1359","BB_0698_trmD_tRNA_(guanine-N(1)-)-methyltransferase",6.17782141772258,0.0349256868219735,"Chromosome","Mid",1805.05,"Mid Sample 4",3.25648923639311
"1360","BB_0705_rnc_ribonuclease_III",5.36258233403494,0.0461681576402885,"Chromosome","Mid",2036.2,"Mid Sample 6",3.30882043310996
"1361","BB_0705_rnc_ribonuclease_III",5.36258233403494,0.0461681576402885,"Chromosome","Early",1936.16,"Early Sample 3",3.28694124359525
"1362","BB_0705_rnc_ribonuclease_III",5.36258233403494,0.0461681576402885,"Chromosome","Early",2139.75,"Early Sample 1",3.33036303504878
"1363","BB_0705_rnc_ribonuclease_III",5.36258233403494,0.0461681576402885,"Chromosome","Mid",1512.87,"Mid Sample 5",3.17980161096549
"1364","BB_0705_rnc_ribonuclease_III",5.36258233403494,0.0461681576402885,"Chromosome","Stationary",2891.6,"Stationary Sample 7",3.46113821607493
"1365","BB_0705_rnc_ribonuclease_III",5.36258233403494,0.0461681576402885,"Chromosome","Mid",1687.57,"Mid Sample 4",3.22726179630793
"1366","BB_0705_rnc_ribonuclease_III",5.36258233403494,0.0461681576402885,"Chromosome","Stationary",4373.86,"Stationary Sample 8",3.64086487787845
"1367","BB_0705_rnc_ribonuclease_III",5.36258233403494,0.0461681576402885,"Chromosome","Early",1726.14,"Early Sample 2",3.23707601661774
"1368","BB_0705_rnc_ribonuclease_III",5.36258233403494,0.0461681576402885,"Chromosome","Stationary",2465.28,"Stationary Sample 9",3.39186625243638
"1369","BB_0706_-_polynucleotide_adenylyltransferase",5.51056119264324,0.0438015186216745,"Chromosome","Early",97.3903,"Early Sample 2",1.98851570363163
"1370","BB_0706_-_polynucleotide_adenylyltransferase",5.51056119264324,0.0438015186216745,"Chromosome","Early",84.9822,"Early Sample 3",1.92932796981649
"1371","BB_0706_-_polynucleotide_adenylyltransferase",5.51056119264324,0.0438015186216745,"Chromosome","Early",70.4991,"Early Sample 1",1.84818357277113
"1372","BB_0706_-_polynucleotide_adenylyltransferase",5.51056119264324,0.0438015186216745,"Chromosome","Mid",101.031,"Mid Sample 5",2.00445465163648
"1373","BB_0706_-_polynucleotide_adenylyltransferase",5.51056119264324,0.0438015186216745,"Chromosome","Mid",100.7508,"Mid Sample 6",2.00324850329162
"1374","BB_0706_-_polynucleotide_adenylyltransferase",5.51056119264324,0.0438015186216745,"Chromosome","Stationary",70.6348,"Stationary Sample 7",1.8490187198103
"1375","BB_0706_-_polynucleotide_adenylyltransferase",5.51056119264324,0.0438015186216745,"Chromosome","Stationary",10.81757,"Stationary Sample 8",1.03412971417956
"1376","BB_0706_-_polynucleotide_adenylyltransferase",5.51056119264324,0.0438015186216745,"Chromosome","Stationary",55.0573,"Stationary Sample 9",1.74081490985694
"1377","BB_0706_-_polynucleotide_adenylyltransferase",5.51056119264324,0.0438015186216745,"Chromosome","Mid",89.9572,"Mid Sample 4",1.95403592916162
"1378","BB_0707_-_hypothetical_protein",5.22745770408686,0.048480466387217,"Chromosome","Early",429.156,"Early Sample 3",2.63261518874415
"1379","BB_0707_-_hypothetical_protein",5.22745770408686,0.048480466387217,"Chromosome","Stationary",522.21,"Stationary Sample 9",2.71784518403851
"1380","BB_0707_-_hypothetical_protein",5.22745770408686,0.048480466387217,"Chromosome","Mid",444.205,"Mid Sample 6",2.64758344268654
"1381","BB_0707_-_hypothetical_protein",5.22745770408686,0.048480466387217,"Chromosome","Mid",528.208,"Mid Sample 5",2.72280497454895
"1382","BB_0707_-_hypothetical_protein",5.22745770408686,0.048480466387217,"Chromosome","Early",353.039,"Early Sample 2",2.54782268428081
"1383","BB_0707_-_hypothetical_protein",5.22745770408686,0.048480466387217,"Chromosome","Stationary",516.206,"Stationary Sample 7",2.71282304815777
"1384","BB_0707_-_hypothetical_protein",5.22745770408686,0.048480466387217,"Chromosome","Stationary",672.126,"Stationary Sample 8",2.82745069563605
"1385","BB_0707_-_hypothetical_protein",5.22745770408686,0.048480466387217,"Chromosome","Early",420.62,"Early Sample 1",2.62388991904724
"1386","BB_0707_-_hypothetical_protein",5.22745770408686,0.048480466387217,"Chromosome","Mid",548.24,"Mid Sample 4",2.73897071880934
"1387","BB_0709_-_hypothetical_protein",5.36921015594196,0.0460585587442001,"Chromosome","Early",982.614,"Early Sample 2",2.99238294754502
"1388","BB_0709_-_hypothetical_protein",5.36921015594196,0.0460585587442001,"Chromosome","Early",797.195,"Early Sample 3",2.90156456614584
"1389","BB_0709_-_hypothetical_protein",5.36921015594196,0.0460585587442001,"Chromosome","Mid",829.996,"Mid Sample 6",2.91907599938558
"1390","BB_0709_-_hypothetical_protein",5.36921015594196,0.0460585587442001,"Chromosome","Early",747.464,"Early Sample 1",2.87359028063814
"1391","BB_0709_-_hypothetical_protein",5.36921015594196,0.0460585587442001,"Chromosome","Mid",929.443,"Mid Sample 4",2.96822276092392
"1392","BB_0709_-_hypothetical_protein",5.36921015594196,0.0460585587442001,"Chromosome","Stationary",376.65,"Stationary Sample 7",2.5759379717686
"1393","BB_0709_-_hypothetical_protein",5.36921015594196,0.0460585587442001,"Chromosome","Stationary",408.956,"Stationary Sample 8",2.61167658432729
"1394","BB_0709_-_hypothetical_protein",5.36921015594196,0.0460585587442001,"Chromosome","Stationary",772.496,"Stationary Sample 9",2.88789623931703
"1395","BB_0709_-_hypothetical_protein",5.36921015594196,0.0460585587442001,"Chromosome","Mid",1148.3,"Mid Sample 5",3.06005536482484
"1396","BB_0713_-_hypothetical_protein",7.83098308686809,0.0212500585587998,"Chromosome","Early",1670.04,"Early Sample 3",3.22272687328605
"1397","BB_0713_-_hypothetical_protein",7.83098308686809,0.0212500585587998,"Chromosome","Early",1523.58,"Early Sample 2",3.18286526305254
"1398","BB_0713_-_hypothetical_protein",7.83098308686809,0.0212500585587998,"Chromosome","Mid",1119.24,"Mid Sample 4",3.04892322281048
"1399","BB_0713_-_hypothetical_protein",7.83098308686809,0.0212500585587998,"Chromosome","Mid",1122.26,"Mid Sample 6",3.05009348391149
"1400","BB_0713_-_hypothetical_protein",7.83098308686809,0.0212500585587998,"Chromosome","Stationary",276.898,"Stationary Sample 8",2.44231981890159
"1401","BB_0713_-_hypothetical_protein",7.83098308686809,0.0212500585587998,"Chromosome","Mid",1055.68,"Mid Sample 5",3.02353229386525
"1402","BB_0713_-_hypothetical_protein",7.83098308686809,0.0212500585587998,"Chromosome","Stationary",1200.66,"Stationary Sample 9",3.07942004234971
"1403","BB_0713_-_hypothetical_protein",7.83098308686809,0.0212500585587998,"Chromosome","Early",1589.69,"Early Sample 1",3.20131244229811
"1404","BB_0713_-_hypothetical_protein",7.83098308686809,0.0212500585587998,"Chromosome","Stationary",262.687,"Stationary Sample 7",2.4194385807116
"1405","BB_0714_-_hypothetical_protein",10.0261066572394,0.0122157426447834,"Chromosome","Mid",1455.25,"Mid Sample 6",3.16293760795692
"1406","BB_0714_-_hypothetical_protein",10.0261066572394,0.0122157426447834,"Chromosome","Early",993.646,"Early Sample 3",2.99723168859311
"1407","BB_0714_-_hypothetical_protein",10.0261066572394,0.0122157426447834,"Chromosome","Stationary",1521.99,"Stationary Sample 7",3.18241179897918
"1408","BB_0714_-_hypothetical_protein",10.0261066572394,0.0122157426447834,"Chromosome","Stationary",1729.66,"Stationary Sample 9",3.2379607420677
"1409","BB_0714_-_hypothetical_protein",10.0261066572394,0.0122157426447834,"Chromosome","Mid",1135.88,"Mid Sample 5",3.05533245277413
"1410","BB_0714_-_hypothetical_protein",10.0261066572394,0.0122157426447834,"Chromosome","Early",1095.55,"Early Sample 1",3.03963220319163
"1411","BB_0714_-_hypothetical_protein",10.0261066572394,0.0122157426447834,"Chromosome","Early",947.91,"Early Sample 2",2.97676710489201
"1412","BB_0714_-_hypothetical_protein",10.0261066572394,0.0122157426447834,"Chromosome","Mid",1061.53,"Mid Sample 4",3.02593227231299
"1413","BB_0714_-_hypothetical_protein",10.0261066572394,0.0122157426447834,"Chromosome","Stationary",2141.69,"Stationary Sample 8",3.33075660887093
"1414","BB_0715_-_cell_division_protein_FtsA",10.381528239028,0.0112679943203515,"Chromosome","Stationary",2925.42,"Stationary Sample 9",3.46618822617478
"1415","BB_0715_-_cell_division_protein_FtsA",10.381528239028,0.0112679943203515,"Chromosome","Mid",2670.4,"Mid Sample 6",3.42657631933517
"1416","BB_0715_-_cell_division_protein_FtsA",10.381528239028,0.0112679943203515,"Chromosome","Stationary",4263.48,"Stationary Sample 8",3.62976423004712
"1417","BB_0715_-_cell_division_protein_FtsA",10.381528239028,0.0112679943203515,"Chromosome","Early",2037.8,"Early Sample 3",3.30916155790464
"1418","BB_0715_-_cell_division_protein_FtsA",10.381528239028,0.0112679943203515,"Chromosome","Early",2007.69,"Early Sample 1",3.3026966558421
"1419","BB_0715_-_cell_division_protein_FtsA",10.381528239028,0.0112679943203515,"Chromosome","Mid",2015.04,"Mid Sample 5",3.30428367162197
"1420","BB_0715_-_cell_division_protein_FtsA",10.381528239028,0.0112679943203515,"Chromosome","Stationary",3473.69,"Stationary Sample 7",3.54079105841257
"1421","BB_0715_-_cell_division_protein_FtsA",10.381528239028,0.0112679943203515,"Chromosome","Early",1629.42,"Early Sample 2",3.21203304267079
"1422","BB_0715_-_cell_division_protein_FtsA",10.381528239028,0.0112679943203515,"Chromosome","Mid",1886.86,"Mid Sample 4",3.27573967786337
"1423","BB_0724_-_potassium_transporter",9.22720772031625,0.0147700475508685,"Chromosome","Stationary",702.457,"Stationary Sample 7",2.84661974461373
"1424","BB_0724_-_potassium_transporter",9.22720772031625,0.0147700475508685,"Chromosome","Stationary",652.955,"Stationary Sample 8",2.81488325183387
"1425","BB_0724_-_potassium_transporter",9.22720772031625,0.0147700475508685,"Chromosome","Mid",1118.23,"Mid Sample 5",3.04853113938007
"1426","BB_0724_-_potassium_transporter",9.22720772031625,0.0147700475508685,"Chromosome","Mid",834.025,"Mid Sample 6",2.92117906886234
"1427","BB_0724_-_potassium_transporter",9.22720772031625,0.0147700475508685,"Chromosome","Early",766.471,"Early Sample 1",2.88449572764671
"1428","BB_0724_-_potassium_transporter",9.22720772031625,0.0147700475508685,"Chromosome","Early",790.179,"Early Sample 2",2.89772548357713
"1429","BB_0724_-_potassium_transporter",9.22720772031625,0.0147700475508685,"Chromosome","Early",662.198,"Early Sample 3",2.82098786474242
"1430","BB_0724_-_potassium_transporter",9.22720772031625,0.0147700475508685,"Chromosome","Stationary",695.507,"Stationary Sample 9",2.84230150535046
"1431","BB_0724_-_potassium_transporter",9.22720772031625,0.0147700475508685,"Chromosome","Mid",1023.1,"Mid Sample 4",3.0099180846659
"1432","BB_0725_-_lectin",5.77311888250453,0.0399854254099717,"Chromosome","Early",1347.56,"Early Sample 1",3.12954811121595
"1433","BB_0725_-_lectin",5.77311888250453,0.0399854254099717,"Chromosome","Stationary",2635.39,"Stationary Sample 8",3.42084489367183
"1434","BB_0725_-_lectin",5.77311888250453,0.0399854254099717,"Chromosome","Stationary",1977.61,"Stationary Sample 7",3.29614064947154
"1435","BB_0725_-_lectin",5.77311888250453,0.0399854254099717,"Chromosome","Early",1361.88,"Early Sample 2",3.13413884206003
"1436","BB_0725_-_lectin",5.77311888250453,0.0399854254099717,"Chromosome","Mid",1524.97,"Mid Sample 5",3.18326130010076
"1437","BB_0725_-_lectin",5.77311888250453,0.0399854254099717,"Chromosome","Mid",1671.84,"Mid Sample 6",3.22319471183382
"1438","BB_0725_-_lectin",5.77311888250453,0.0399854254099717,"Chromosome","Stationary",1743.92,"Stationary Sample 9",3.24152655837439
"1439","BB_0725_-_lectin",5.77311888250453,0.0399854254099717,"Chromosome","Mid",1255.23,"Mid Sample 4",3.09872331034207
"1440","BB_0725_-_lectin",5.77311888250453,0.0399854254099717,"Chromosome","Early",1370.37,"Early Sample 3",3.1368378425311
"1441","BB_0727_-_phosphofructokinase",6.43881650347992,0.0321078432814178,"Chromosome","Early",668.003,"Early Sample 1",2.82477841289549
"1442","BB_0727_-_phosphofructokinase",6.43881650347992,0.0321078432814178,"Chromosome","Mid",748.621,"Mid Sample 5",2.87426200559459
